Active,x1,pmv1,x2,pmv2,x3,pmv3,x4,pmv4,x5,pmv5,LUMO,HOMO,GapHL,Dipole_Moment,ASA,a_aro,a_count,a_heavy,balabanJ,chi0,KierFlex,lip_acc,lip_don,logS,mr,rings,vdw_area,vdw_vol,Weight,weinerPath,weinerPol,zagreb,apol,bpol,McGowan_Volume,PetitjeanNumber,CPCM1,CPCM2,CPCM3,CPCM4,CPCM5,SMD1,SMD2,SMD3,SMD4,SMD5,mol
1,76.3835526,390.478333,77.3420029,832.676758,342.505859,362.091522,-3.11825514,421.082947,56.1409454,392.705902,0.04368,-0.34138,-10.4780987,2.4159,517.86383,0,41,16,1.9826344,11.803119,6.3303199,3,0,-3.09501,6.6675334,1,272.944,347.32242,227.34799,551,16,70,42.253825,32.184175,2.0059,0.454545455,-238.9589814,-237.6527578,-237.6785116,-239.4923372,-239.9288721,-245.1866212,-243.2059273,-242.8539729,-244.4827537,-240.2003255,O=C(OCCN(C)C)CCC1CCCCC1
1,88.1496658,451.255341,87.0230484,930.578003,400.457825,424.314911,-4.1935358,458.40451,60.5502739,448.092621,0.00734,-0.34797,-9.668553596,2.7551,549.87067,18,42,23,1.5052798,15.700459,2.5366879,2,1,-3.79653,9.3523884,4,296.42883,442.08496,301.38901,1121,38,126,51.531067,22.090933,2.4046,0.5,-226.9086133,-225.2253197,-225.2585163,-227.5955648,-228.1576052,-237.1208162,-234.0930417,-233.741807,-233.5349426,-228.0819164,OC([C@@H]1[C@@H](c2ccncc2)C1)(c1ccccc1)c1ccccc1
1,56.9452248,288.126709,62.0665779,627.721375,251.196121,262.794128,-1.63634598,331.31134,38.5656662,285.685181,-0.01337,-0.35495,-9.294938328,1.9509,397.173,6,23,15,1.7416118,10.629392,1.3408129,3,1,-2.71913,5.6250954,3,185.67767,257.82437,221.64299,342,23,88,29.578344,11.741656,1.4573,0.5,-114.539369,-112.7268983,-112.7624127,-115.2858101,-115.8993982,-119.5990753,-118.1536065,-117.9233682,-118.5467284,-116.8374524,Clc1ccc([C@@]23C(=O)NC(=O)[C@@H]2C3)cc1
1,78.7937469,402.928253,80.5028076,840.841248,358.184631,379.118744,-3.29816508,420.991394,51.7550201,402.093903,-0.00382,-0.28787,-7.72945498,2.5316,487.65326,12,36,20,1.8018178,14.112519,2.8716669,3,0,-3.8067801,8.3393965,3,294.00049,387.03195,284.383,733,33,106,44.730688,24.689312,2.158,0.5,-191.5703224,-189.1130536,-189.1606852,-192.5999641,-193.4552535,-198.8358117,-195.8493095,-195.5421311,-196.8104045,-192.6183047,O=C(CN(C)C)N1c2c(Sc3c1cccc3)cccc2
1,62.8031998,330.304443,65.5566559,707.386536,291.866699,307.573486,-4.02995634,349.931793,35.1082764,325.585968,-0.00892,-0.32592,-8.6260772,9.1448,452.83273,12,29,17,1.9409156,12.466255,2.4116838,4,4,-2.7911899,6.7740979,2,240.23824,312.27682,248.306,516,26,88,35.825516,18.274484,1.8047,0.5,-155.5178205,-150.9500423,-151.0393939,-157.4082565,-158.9692453,-159.8382676,-153.8850688,-153.6562504,-163.0403609,-165.8474534,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1
1,78.5627899,395.391327,82.6976318,840.22998,348.444122,365.922668,-2.01034832,436.919189,54.0887756,393.84436,-0.00452,-0.34253,-9.197792916,1.0547,506.49286,12,34,20,1.7863188,14.001789,2.7887886,4,2,-2.9690499,7.9406261,3,272.51263,368.80606,287.75,738,32,106,42.017102,19.024898,2.0758,0.444444444,-177.5933247,-175.4766239,-175.5180592,-178.4670807,-179.1866677,-185.7069709,-181.9294613,-181.6223235,-183.9931945,-182.0205093,Clc1ccc([C@@](O)(c2ncccc2)C2=NCCN2)cc1
1,36.0403748,176.625351,41.7035332,398.433807,149.976898,155.184128,0.731952548,241.427444,26.2223911,178.569672,0.10293,-0.33816,-12.00276464,0.9609,277.83948,0,17,6,2.6272149,4.9915638,3.2,2,1,0.71411002,2.5604756,0,135.36656,138.0379,89.138,32,3,20,16.276723,14.005277,0.8307,0.5,-99.00130384,-98.05089135,-98.06984397,-99.3826921,-99.69179127,-101.190004,-99.53792233,-99.36966117,-101.6929921,-101.2470865,OCCN(C)C
1,108.736191,551.913757,111.722214,1162.08484,485.724487,512.862854,-3.54365635,603.767029,77.4686661,552.881836,-0.00995,-0.33422,-8.823905532,2.1253,701.07715,6,55,24,2.243041,17.786245,8.6689329,5,2,-5.9236598,9.7352982,1,387.01175,494.2836,337.45999,1685,32,106,58.418583,39.935417,2.8397,0.5,-312.2015985,-309.7790447,-309.8264746,-313.2005302,-314.0222353,-318.6900603,-315.5221516,-315.0341673,-318.2841631,-313.1469919,O=C(N)c1cc(OC)c(OCCCCCCCCCC)c(OC)c1
1,98.7769165,492.133331,103.496292,1030.8042,433.064545,456.751648,-1.2694782,556.066345,69.4931717,490.449463,-0.0196,-0.33481,-8.577368436,0.6019,598.97742,5,47,23,2.1782875,16.982763,4.242106,7,0,-3.1154399,8.7615843,2,357.35349,437.76611,320.39301,1138,37,114,50.969032,36.370968,2.5061,0.4,-258.3339785,-255.9106207,-255.9583037,-259.3258314,-260.1383633,-268.038497,-266.1739719,-265.7893847,-266.3559271,-262.0015595,O=C(Cn1c2C(=O)N(CCCC)C(=O)N(CCCC)c2nc1)C
1,91.0457382,475.684296,82.5659866,956.289185,427.176666,458.524841,-6.72785425,439.078156,65.6338806,479.417847,-0.00881,-0.36668,-9.738215292,5.0121,531.25787,0,53,25,1.6900121,18.198307,3.162607,4,2,-3.5668001,9.4094448,4,334.76212,478.92316,344.45099,1265,57,150,58.838204,32.525796,2.6959,0.454545455,-300.8632229,-298.2293231,-298.2803508,-301.9672395,-302.8841495,-307.0149978,-304.3617823,-303.9961789,-308.3023658,-305.5612968,O=C(C)[C@]1(O)[C@]2(C)[C@@H]([C@@H]3[C@@H]([C@H](O)C2)[C@@]2(C)C(=CC(=O)C=C2)CC3)CC1
1,60.7364693,302.260895,69.1532974,661.10437,261.866272,272.649933,0.0279,376.996277,39.3754692,301.132629,-0.0107,-0.32201,-8.471243196,2.9659,417.33789,5,28,15,1.8107176,10.673362,2.1932874,7,4,-0.35936001,5.2748332,2,216.55486,255.74919,211.22499,388,19,74,29.852309,20.747691,1.506,0.444444444,-92.84306909,-89.83472557,-89.89385338,-94.07882475,-95.09477399,-101.4065805,-97.38760462,-97.18714995,-101.3060823,-102.8267981,O(CCO)Cn1c2NC(N)=NCc2nc1
1,108.055984,556.162903,99.8061142,1108.8761,499.238342,535.462463,-6.09838486,529.609375,77.2154846,559.808105,-0.01501,-0.37089,-9.684064208,6.7979,597.45447,0,61,30,1.5831003,21.905413,3.5761213,5,1,-4.33253,10.809219,5,385.45563,554.25739,418.50497,1995,74,188,67.477583,40.840417,3.0864,0.5,-338.4368788,-335.6554028,-335.7094466,-339.5987594,-340.5625142,-344.4984512,-341.6552592,-341.232039,-345.6761228,-342.8305518,F[C@]12[C@H](O)C[C@]3(C)[C@@]4(C(=O)C)OC(C)(C)O[C@H]4C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1
1,159.141846,808.61615,157.094864,1636.21887,721.269653,765.95105,-5.82739878,837.783325,108.795357,803.739319,-0.02257,-0.30211,-7.606730664,2.3263,906.38525,15,80,42,1.1854308,29.542877,7.0757356,10,1,-5.3713999,15.602212,6,547.51099,771.45734,578.66199,5996,82,232,90.274134,57.593866,4.248,0.5,-440.5892496,-435.583028,-435.6811764,-442.6510204,-444.3469196,-449.5959511,-443.3749848,-442.7489018,-450.5209209,-449.1960639,O=C(OC)[C@H]1[C@H](OC)[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@@H]2[C@@H]1C[C@H]1[N@](C2)CCc2c3c([nH]c12)cccc3
1,98.5559158,510.344177,91.490448,1024.0603,456.33963,489.433502,-6.09437704,485.155762,70.3636322,512.436218,-0.01642,-0.37258,-9.691683456,5.3051,560.14868,0,56,27,1.7321689,19.775656,3.6882746,4,2,-4.0784998,9.9723063,4,357.18613,506.49457,376.46799,1541,63,160,61.821997,34.822003,2.8545,0.5,-314.90297,-311.9676225,-312.0244747,-316.1345932,-317.1585132,-320.8485308,-317.926343,-317.5397705,-321.9864158,-319.456289,F[C@]12[C@H](O)C[C@]3(C)[C@@H](C(=O)CO)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1
1,58.2276077,299.564453,59.742382,637.244141,262.442474,276.773621,-2.62173486,323.228821,38.7263718,297.491486,0.02055,-0.32678,-9.451405028,3.2697,404.63431,11,28,14,1.8458796,9.9662552,1.6546378,2,1,-2.8927901,5.8704658,2,204.1579,281.38626,186.258,306,17,70,32.655102,17.284898,1.5668,0.428571429,-156.4257736,-154.2882255,-154.3297448,-157.3179141,-158.0568851,-164.4751504,-161.0886939,-160.8738548,-162.198316,-158.4857602,C(c1c(C)c(C)ccc1)c1nc[nH]c1
1,56.3411407,293.852051,57.6616173,628.710205,257.967834,271.95108,-3.44957685,306.184326,37.834404,292.236603,0.00574,-0.32399,-8.972480868,3.7251,407.09576,6,28,14,1.5940009,9.3804693,2.2359254,2,1,-1.74932,5.9724607,3,193.48549,272.96136,206.313,298,17,76,33.795102,20.224898,1.5668,0.5,-47.00321736,-100.6275493,-100.668335,-53.25246745,-58.51692458,-56.79819135,-106.478366,-106.2553077,-62.44982319,-67.41094782,[C@H]1(c2ccccc2)N[C@@H]2SCC[N@@]2C1
1,56.2200851,288.591766,57.9758301,619.193665,253.579819,266.826263,-2.46558809,314.832703,38.1641655,288.03302,0.01234,-0.33872,-9.552904296,3.5077,401.0141,6,29,14,1.6657845,9.3804693,1.750723,3,2,-0.52438003,5.5378642,3,187.51068,266.8656,189.26199,286,18,76,32.661895,19.698105,1.5031,0.428571429,-53.18616104,-44.50533268,-44.67293158,-56.80226354,-59.79038825,-67.56930947,-59.1776627,-54.4365641,-70.48840661,-73.50917066,[C@H]1(c2ccccc2)[N@]2[C@@H](NC1)NCC2
1,90.7013779,462.508575,87.8890305,944.471191,412.360931,438.162231,-3.99179435,465.579315,63.4512596,460.940582,0.01258,-0.34308,-9.678077656,1.5257,541.79401,12,46,23,1.5086806,15.537323,3.4338431,3,1,-4.1375098,9.2172346,4,297.97501,449.09497,309.409,1113,37,124,53.240239,29.635761,2.4514,0.5,-257.0920539,-255.3742486,-255.4080509,-257.7955221,-258.3722369,-266.5315647,-263.1736971,-262.8127383,-264.753079,-260.0535307,[C@H]1([C@@H]2NCCCC2)OC(c2ccccc2)(c2ccccc2)OC1
1,99.5637207,513.60376,93.6447067,1029.31165,459.740082,492.971588,-5.86469269,487.295502,71.1266403,514.808167,-0.01896,-0.3765,-9.729235464,5.2733,552.36475,0,53,27,1.7404627,19.828062,4.4700537,4,2,-4.3867698,10.425333,4,377.6601,510.83502,413.341,1533,66,162,61.864618,31.179382,2.9407,0.5,-290.0974852,-287.1238976,-287.181515,-291.3446161,-292.3813238,-296.7019902,-293.7172629,-293.3424167,-297.8993022,-295.1339064,Cl[C@H]1[C@]2(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@H]2[C@H]2[C@](C)([C@](O)(C(=O)CO)CC2)C1
1,24.5427608,111.508835,34.6495781,273.685852,91.7044067,90.8157959,2.48799253,200.131073,17.40728,113.048599,0.02187,-0.41859,-11.98562134,1.5028,206.04202,0,5,3,1.6329932,2.7071068,29.412313,0,0,-0.82660002,1.6295868,0,81.018394,70.237129,84.932999,4,0,6,7.453586,3.026414,0.4943,0.5,-20.00598293,-19.23309678,-19.24849994,-20.31647322,-20.56829307,-21.93991234,-20.69555251,-20.59522152,-21.77735881,-19.07316942,ClCCl
1,92.3063431,458.612946,99.5008621,975.805237,401.001282,421.689117,-0.875512362,529.015259,66.0349731,456.889679,-0.02449,-0.33444,-8.43423542,2.9879,574.54364,6,40,20,2.4571352,15.120955,7.3707576,4,1,-3.6022799,8.3718262,1,337.461,402.24545,319.23199,891,29,92,46.13986,28.21814,2.3624,0.5,-214.1257188,-212.1154478,-212.1547823,-214.9565367,-215.6414734,-220.3424324,-217.6065229,-217.2186739,-219.4170178,-214.8177066,Clc1c(OC)c(C(=O)NCCN(CC)CC)cc(Cl)c1
1,126.436378,631.965637,131.490723,1315.05127,558.349182,590.596375,-2.06987953,702.235718,87.7790222,631.229126,0.03036,-0.34053,-10.09251032,2.5688,743.61115,0,62,30,1.706812,22.051678,6.6061897,8,0,-4.1090398,10.821313,3,420.35556,560.59143,424.48999,2512,46,158,66.473376,47.436624,3.1802,0.5,-341.1123036,-338.1685536,-338.2266275,-342.3128371,-343.2945688,-346.5163447,-344.1154663,-343.579886,-347.4423743,-345.0250927,O=C(OCC=1[C@@H]2[C@@H]([C@H](OC(=O)CC(C)C)OC=1)[C@@]1([C@H](OC(=O)C)C2)OC1)CC(C)C
1,175.758453,851.42511,181.453461,1695.63708,759.418823,802.212402,1.98615754,948.880005,121.354179,845.441772,-0.00394,-0.3566,-9.596442856,2.0048,847.16248,6,83,41,2.4038486,30.415638,11.070431,13,4,-5.8211699,15.153523,2,628.68353,766.10394,578.66296,5550,67,196,88.903306,61.008694,4.4201,0.5,-457.1750904,-452.4858986,-452.5779522,-459.1021274,-460.6849906,-464.6790145,-459.7071189,-459.0615056,-467.4381377,-466.7938168,O([C@@H](COCCCC)CN1C(=O)N(C[C@@H](OC(=O)N)COCCCC)C(=O)C(CC)(c2ccccc2)C1=O)C(=O)N
1,80.2134171,418.314026,73.6340103,847.699341,373.232971,399.282227,-5.56352043,397.062195,56.723156,419.38678,0.00997,-0.3163,-8.878328732,2.0674,501.25262,6,45,22,1.6318283,15.060114,2.4701746,4,1,-2.2771699,8.2583179,5,271.97137,414.18365,301.38599,824,51,136,50.522239,30.955761,2.2487,0.444444444,-254.3191248,-252.2803808,-252.3203593,-255.1584123,-255.8485131,-260.3822089,-257.3482712,-257.0123035,-260.7093164,-258.5660494,O(C)c1c2O[C@@H]3[C@@H](O)CC[C@@H]4[C@H]5N(C)CC[C@@]34c2c(cc1)C5
1,83.5084305,439.617889,77.5223694,897.598022,393.865509,420.556732,-6.75123549,407.910431,56.7737312,437.236206,-0.00028,-0.2753,-7.483734232,2.2646,528.90466,12,44,22,1.5513756,15.156489,3.0038545,2,0,-4.2667999,9.3523464,4,323.6713,445.2446,310.465,951,36,124,53.209446,30.290554,2.4564,0.444444444,-242.0800519,-240.6730326,-240.7005614,-242.6614674,-243.1406804,-251.469696,-248.8529315,-248.5103538,-247.9749907,-241.6085948,C(N1c2c(Sc3c1cccc3)cccc2)[C@@]1(C)CN(C)CC1
1,39.1593323,192.395645,47.1133423,431.504669,162.595612,168.107544,0.968807817,265.401062,26.4588604,191.448212,0.00468,-0.41883,-11.52438472,2.2048,291.31854,0,16,9,2.6186159,7.0689139,0.84490371,4,1,-1.0305001,2.9724095,1,133.63022,151.45204,129.11499,79,10,46,16.973551,12.144449,0.8944,0.25,-83.4961089,-81.60290216,-81.64007488,-84.27285928,-84.90971211,-83.69880086,-82.65161041,-82.4842838,-84.34516827,-85.99503764,O=C1C(C)(C)OC(=O)N1
1,56.5942917,289.686584,57.6638527,619.714844,254.016373,268.49292,-2.38246679,313.159088,40.4230576,290.021118,0.01788,-0.33059,-9.482426252,0.9754,391.2453,6,29,12,2.213717,8.9746914,2.6186721,1,0,-1.64501,5.3242955,1,213.06696,268.91873,163.26399,212,13,54,31.795481,20.564519,1.5207,0.428571429,-166.434261,-165.6350195,-165.6509251,-166.7559611,-167.0171212,-172.1485086,-170.3238117,-170.072217,-169.9601916,-165.6174766,N([C@@H](Cc1ccccc1)C)(C)C
1,40.1463509,203.959595,45.7996254,450.194427,174.78598,182.261627,-0.551989496,255.817398,26.0412216,202.316589,0.02156,-0.37781,-10.86749669,4.4821,303.60394,0,18,10,2.0674183,7.1378284,0.76333886,4,1,-0.091789998,3.4203839,2,129.87843,169.22664,140.142,106,11,54,19.698344,13.301656,0.9678,0.4,-98.15170878,-95.75193984,-95.79844011,-99.15653013,-99.99011531,-100.9853995,-98.70184921,-98.54387771,-102.6560603,-105.5356023,O=C1N2[C@H](NC(=O)C2)CC1
1,94.448349,478.017975,97.9597321,1011.96521,418.737396,442.405884,-2.61401725,530.254883,67.9799728,479.474182,0.04687,-0.38,-11.61581569,3.0635,606.60339,0,49,20,2.049854,14.847089,7.636992,5,2,-4.8987298,7.9040389,1,322.35419,414.272,287.39999,1067,21,90,50.044997,37.749003,2.4051,0.466666667,-281.9406017,-279.8125907,-279.8543877,-282.8144828,-283.5320034,-287.5673457,-284.6322357,-284.2074853,-288.4343148,-284.8233459,O=C(OC[C@@H]1O[C@](CCCCCCCCC)(C)OC1)N
1,82.2885284,418.632538,84.1985321,879.806213,369.35202,389.3078,-2.92373323,451.30426,57.0509796,417.173462,0.0113,-0.33824,-9.511542664,0.9477,539.76929,12,40,19,1.8720474,13.501789,3.8891339,2,0,-3.1668701,8.0607929,2,298.56891,394.55399,255.36099,736,24,90,45.824653,26.853347,2.1872,0.444444444,-223.2655969,-221.8505263,-221.8784857,-223.8414208,-224.3117645,-231.9553005,-229.2110815,-228.8637319,-229.1764612,-223.7351424,O(C(c1ccccc1)c1ccccc1)CCN(C)C
1,86.1358643,434.939209,89.3020248,904.612793,382.809387,404.29657,-2.2611711,471.998901,57.3766556,431.559448,0.00858,-0.34832,-9.71182004,0.8805,537.97101,12,40,22,2.0285158,16.001789,3.3808365,5,3,-3.2701399,8.5272284,2,314.50925,408.63174,298.34198,1049,32,108,46.528274,21.593726,2.3184,0.5,-213.9859846,-211.8530442,-211.8952169,-214.8531746,-215.5612412,-220.6783254,-218.1161429,-217.7752493,-219.5339583,-217.1962517,O=C(NNC(=O)C)CC(O)(c1ccccc1)c1ccccc1
1,82.6509857,428.527954,84.9776993,902.628052,376.783295,397.808197,-4.30656958,451.741547,56.1403465,424.218719,-0.03032,-0.32809,-8.102798132,4.7087,554.39209,6,41,22,1.653168,15.68987,2.6931496,5,2,-3.59481,8.4974098,3,304.06796,406.64224,297.358,1041,37,116,47.493067,26.944933,2.2939,0.454545455,-208.3759309,-205.5265941,-205.5813123,-209.5862234,-210.5990665,-217.9223421,-215.0945038,-214.7773954,-214.6374061,-210.6380169,O=C(c1ccccc1)C=1NC2=[N+H][C-](OC)C(CC)=C(C)N2C=1
1,61.7571945,327.446136,58.458065,680.437256,290.921967,309.867676,-5.15094185,310.93927,40.9736595,325.534821,0.01109,-0.33478,-9.411676092,1.3906,429.11322,12,32,17,1.7067521,11.457819,1.2850355,1,1,-3.5267601,6.9068017,4,205.93965,330.05548,221.30299,428,33,102,39.261895,17.058105,1.7704,0.428571429,-177.8426124,-176.3211053,-176.3511139,-178.463052,-178.9702208,-185.8556694,-182.8170009,-182.5616277,-183.6105371,-179.8312506,C[C@@]12N[C@@H](c3c1cccc3)Cc1c2cccc1
1,107.461464,561.609253,101.711548,1149.75659,499.194611,532.359131,-7.57111692,544.443481,74.2627716,559.294922,-0.01207,-0.32098,-8.405935356,2.645,680.99841,12,57,28,1.2320755,19.509861,4.8647175,4,0,-4.22717,11.17571,4,384.43369,549.60626,379.5,2333,44,148,65.082997,38.473003,3.0307,0.5,-320.1042508,-317.3384523,-317.3926511,-321.2436578,-322.1807373,-329.4578591,-325.7918671,-325.3399856,-327.8754949,-323.4995967,O(C)c1c(OC)cc2c(C(=O)[C@H](CC3CCN(Cc4ccccc4)CC3)C2)c1
1,87.5632858,457.103729,83.2292404,947.527344,406.564636,433.857758,-6.12561083,439.040649,62.942997,456.995789,0.00853,-0.32375,-9.041870448,4.9515,564.57916,6,48,23,1.2679121,16.026733,3.2051179,4,3,-4.2664499,8.8292837,4,295.28607,439.27139,315.41299,1290,37,130,53.615825,28.948175,2.4552,0.5,-272.9084175,-270.5765433,-270.6214232,-273.8967256,-274.7234125,-280.9485468,-278.0202359,-277.64814,-281.2598092,-277.5703265,O=C(NCCc1cc(O)c(O)cc1)C12CC3CC(C1)CC(C2)C3
1,110.982292,566.163391,106.425034,1137.12268,505.018829,537.227722,-4.68033266,570.44458,76.8043823,563.325134,0.01108,-0.34291,-9.632634284,2.1612,638.8172,12,58,28,1.5920109,19.39913,4.6692305,4,0,-3.9470301,11.317707,4,407.26111,556.84778,378.51599,1843,49,148,66.04779,39.63021,3.0718,0.454545455,-328.1847936,-325.3040387,-325.3599861,-329.3885669,-330.3870643,-338.016404,-333.6803784,-333.2489489,-337.1946593,-333.5993621,O=C1N(CC)C[C@@H](CCN2CCOCC2)C1(c1ccccc1)c1ccccc1
1,127.242577,658.240906,124.381622,1353.66321,586.459534,622.953857,-7.69196081,653.878784,87.5436859,655.055847,-0.02366,-0.2871,-7.168623904,5.6493,776.87134,18,62,36,1.115654,25.285881,5.8395991,3,0,-7.5995002,13.617491,5,458.24954,647.25378,514.58698,4564,61,196,74.746618,40.433382,3.5734,0.5,-323.2729783,-320.5045747,-320.5584807,-324.4256472,-325.3800281,-335.7998986,-331.3728043,-330.8487039,-332.0927842,-323.7202681,FC(F)(F)c1cc2N(CCCN3CCC(C(=O)c4ccc(F)cc4)CC3)c3c(Sc2cc1)cccc3
1,82.833992,414.521606,91.048027,882.157593,362.232361,381.322906,-0.607521534,483.633057,54.0664291,411.645111,0.02325,-0.34879,-10.12380366,3.2582,510.69296,0,38,20,1.6113931,14.53517,3.4167633,8,2,-0.64582002,7.0272126,2,286.87527,351.53732,282.29999,962,23,98,40.730274,27.469726,2.0442,0.454545455,-208.2390424,-204.9210689,-204.9861855,-209.6024441,-210.7218433,-213.3509956,-210.4773101,-210.1526048,-215.4059463,-217.1057934,O=C(NNC(=O)CN1C(=O)CCC1)CN1C(=O)CCC1
1,95.904068,472.662994,100.473816,982.347656,418.180725,441.859283,-0.535782158,527.01593,69.3382034,472.148438,-0.01451,-0.33421,-8.69954852,0.8738,536.86224,6,43,21,2.1500001,15.568549,5.5995388,3,0,-3.81073,8.8697424,2,338.34482,428.16214,329.271,866,33,106,50.191446,29.808554,2.4769,0.444444444,-233.4064047,-231.7849136,-231.8165931,-234.0779418,-234.632137,-240.994846,-238.6136112,-238.2333085,-239.4558381,-232.7382802,Clc1c(Cl)ccc(N(C(=O)CC)[C@@H]2[C@@H](N(C)C)CCC2)c1
1,50.9520645,256.371185,59.8173523,570.183105,221.032837,229.394791,-0.0565,328.767944,33.6600914,258.183563,0.00611,-0.37611,-10.40081775,6.1828,368.32184,0,23,11,3.7354836,8.8533716,2.5651226,4,3,-1.45643,4.2424459,0,189.21754,212.31473,156.185,168,12,44,24.125516,15.034484,1.2829,0.5,-130.0202698,-126.4889283,-126.5560075,-131.542416,-132.8254133,-132.3657079,-128.7523365,-128.5587126,-134.9585415,-136.4431074,O=C(NC(=O)/C(=C/C)/CC)N
1,50.9566956,262.34903,55.3578606,576.751221,229.357742,239.656464,-2.16579819,297.316437,34.6952477,262.5354,0.0042,-0.31945,-8.80703434,2.6818,381.81503,6,23,13,1.932197,9.2591486,1.268561,3,0,-2.0571401,5.0613656,2,180.71396,240.41216,174.203,239,16,66,27.26993,13.87007,1.3437,0.428571429,-121.6044845,-120.0559243,-120.0857321,-122.259312,-122.8055305,-126.2236504,-124.5019177,-124.2808809,-124.4757892,-122.4954702,O=C1N(c2ccccc2)N=C(C)C1
1,58.6868095,301.220551,61.8442001,645.999329,264.927856,278.203735,-2.29344869,331.533234,38.7491455,301.313873,0.00459,-0.32191,-8.8845874,4.1221,410.22171,11,28,14,1.9020922,9.9662552,1.6546378,2,0,-1.97051,5.8705497,2,214.20474,283.00204,186.258,298,18,70,32.655102,18.604898,1.5668,0.428571429,-155.7890465,-153.8349135,-153.8728689,-156.6044077,-157.2795168,-162.6843632,-159.6907758,-159.463622,-160.2504276,-156.7105443,[C@H](C)(n1c(C)ncc1)c1ccccc1
1,89.935318,461.412384,89.8638763,963.289429,409.447693,433.171143,-4.32743359,478.781372,63.1097183,460.028015,-0.00306,-0.31064,-8.369743928,2.0817,577.24396,12,43,22,1.7246405,15.526733,3.7300944,2,1,-4.0747099,9.3133106,3,323.30161,445.19623,312.84399,1003,37,114,51.822653,26.017347,2.4809,0.5,-235.0726343,-233.314652,-233.3493055,-235.790436,-236.3777921,-245.3183505,-241.7190094,-241.3504611,-242.3031262,-236.274625,Clc1cc2NCc3c(/C(=C\CCN(C)C)/c2cc1)cccc3
1,101.180893,513.464233,103.251419,1062.58618,454.566986,480.577118,-3.58202934,541.292542,65.8949585,507.238098,-0.02842,-0.34647,-8.65464938,4.2414,609.17297,12,45,27,1.8007102,19.604084,5.2564521,5,0,-5.2650499,10.519391,3,372.62405,487.6741,408.88098,1723,48,142,55.685274,32.034726,2.7952,0.5,-231.095302,-226.847827,-226.9317089,-232.8253649,-234.2394712,-238.0151242,-232.7574044,-232.3742381,-240.1686826,-241.7639996,Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCS(=O)(=O)CC)c2cc1
1,102.362968,528.855896,100.576355,1097.76904,471.634613,499.739685,-5.96888828,530.933716,68.9368515,523.456787,-0.00796,-0.30188,-7.998033472,2.1103,648.68317,20,50,28,1.0584123,18.924074,3.3617814,4,1,-5.8585501,10.913636,5,361.75204,519.06799,375.44699,2375,42,154,59.808446,31.789554,2.7951,0.5,-270.4301971,-267.8947769,-267.9447143,-271.4663913,-272.3145512,-282.6497089,-277.8506026,-277.4498142,-279.0362818,-273.6117616,Fc1ccc(-c2[nH]c(CN3CCN(c4c5occc5ccc4)CC3)cc2)cc1
1,61.7095528,321.490387,61.3910065,679.579834,283.570923,299.998596,-3.70694494,331.45166,42.6064377,321.676331,0.01588,-0.3087,-8.832341128,1.3704,427.07669,6,32,16,1.6771504,10.794683,2.3806691,4,1,-1.47767,6.1291156,3,220.79739,303.16565,220.27199,412,24,84,35.592688,23.963312,1.6616,0.5,-180.6726084,-178.6257319,-178.6661628,-181.5054786,-182.1855041,-186.4726429,-182.9960705,-182.7357469,-186.3563469,-185.7948046,N1(c2c3OCCOc3ccc2)CCNCC1
1,91.0136871,463.05188,90.8452454,960.977051,410.150391,434.722748,-3.36638021,489.658051,64.0196838,464.851746,0.01427,-0.33011,-9.371130808,1.9747,558.81299,6,48,21,2.6010036,15.717332,6.0755029,4,2,-2.9579899,8.6047802,1,347.63104,434.24045,293.40698,984,31,96,51.429411,33.050589,2.4992,0.5,-274.5059245,-271.8386634,-271.8907224,-275.6109575,-276.5223785,-279.9871152,-276.6036365,-276.2278448,-280.8722096,-278.4639344,O=C(NCC(CC)(CC)c1cc(OC)ccc1)CCCO
1,48.7439346,245.423508,52.0806198,531.951294,212.932968,223.652496,-0.792483866,291.097198,34.2447777,246.822723,0.05543,-0.39184,-12.17093233,2.2285,342.13174,0,25,10,3.8188972,8.1986704,2.8752952,3,2,-1.33109,4.017879,0,188.255,211.41188,145.202,122,11,42,25.025895,18.612105,1.2691,0.4,-142.2697688,-140.9318809,-140.9581164,-142.8202249,-143.2725061,-143.879678,-142.0382072,-141.8167103,-144.761762,-143.7378006,O=C(OC(CC)(CC)C)N
1,125.194618,637.622681,126.104248,1324.00903,564.348572,597.213989,-4.655931,678.453003,86.4158478,635.957458,0.01064,-0.32122,-9.030441576,2.3594,780.99261,12,63,31,1.3806673,22.216969,7.5244627,8,1,-3.2027199,11.838361,3,471.16751,596.30365,432.517,3236,49,154,68.829376,48.522624,3.3173,0.470588235,-350.7563716,-346.9856676,-347.0595126,-352.3109489,-353.5898202,-358.1358495,-352.6446155,-352.123482,-358.4165102,-356.7550366,O(C[C@H](O)CN1CCN(c2c(OC)cccc2)CC1)c1cc(OC)c(OC)c(OC)c1
